Node1,Node1Property_GroupLabel,Node2,Node2Property_GroupLabel,EdgeProperty_Correlation,EdgeProperty_Arrow_Direction,EdgeProperty_PaperID,EdgeProperty_SampleSize,EdgeProperty_SampleYears,EdgeProperty_SampleCountries,EdgeProperty_SampleIndustries
"1,474 NBA Players",causes,Playing time,causes,0.38,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Playing time,causes,0.12,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Playing time,causes,0.04,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Playing time,causes,-0.03,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Playing time,causes,-0.04,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
compensation,economic well-being,Job performance,performance,0.02,noncausal,HAMB19JAP,25758,2013,United States,Retail
"1,474 NBA Players",causes,In-role performance,performance,0.53,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,In-role performance,performance,0.44,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,In-role performance,performance,0.1,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,In-role performance,performance,-0.01,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Height,causes,0.06,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Height,causes,0.01,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
Age,causes,Gender,causes,0.01,noncausal,HAMB19JAP,25758,2013,United States,Retail
compensation,economic well-being,Gender,causes,-0.02,node2-->node1,HAMB19JAP,25758,2013,United States,Retail
Job performance,performance,Gender,causes,-0.2,node2-->node1,HAMB19JAP,25758,2013,United States,Retail
Race,causes,Gender,causes,0,noncausal,HAMB19JAP,25758,2013,United States,Retail
Race,causes,Gender,causes,-0.03,noncausal,HAMB19JAP,25758,2013,United States,Retail
Tenure,causes,Gender,causes,0.05,noncausal,HAMB19JAP,25758,2013,United States,Retail
Work hours per week,causes,Gender,causes,-0.02,noncausal,HAMB19JAP,25758,2013,United States,Retail
"1,474 NBA Players",causes,Experience,causes,0.46,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,0.39,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,0.3,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,0.25,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,0.17,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,0.08,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,-0.02,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,-0.03,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,Experience,causes,-0.09,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,0.56,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,0.43,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,0.41,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,0.25,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,0.14,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,0.08,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,compensation,economic well-being,-0.03,node1-->node2,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
compensation,economic well-being,Age,causes,0.21,node2-->node1,HAMB19JAP,25758,2013,United States,Retail
Job performance,performance,Age,causes,0.03,node2-->node1,HAMB19JAP,25758,2013,United States,Retail
Race,causes,Age,causes,-0.08,noncausal,HAMB19JAP,25758,2013,United States,Retail
Race,causes,Age,causes,-0.06,noncausal,HAMB19JAP,25758,2013,United States,Retail
Tenure,causes,Age,causes,0.43,noncausal,HAMB19JAP,25758,2013,United States,Retail
Work hours per week,causes,Age,causes,0.19,noncausal,HAMB19JAP,25758,2013,United States,Retail
"1,474 NBA Players",causes,% Black Employees,causes,0.2,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,% Black Employees,causes,0.08,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,% Black Employees,causes,0.01,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
"1,474 NBA Players",causes,% Black Employees,causes,-0.03,noncausal,HAMB19JAP,"1,474 NBA Players",1985-2007,United States,NBA. Professional Sports
Adaptive performance,performance,Supervisor position level,causes,-0.19,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Supervisor position level,causes,0.09,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Supervisor position level,causes,-0.11,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Supervisor gender,causes,-0.22,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Supervisor gender,causes,-0.17,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Supervisor gender,causes,0.13,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Supervisor gender,causes,-0.2,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Supervisor gender,causes,-0.18,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Supervisor departmental tenure,causes,0.03,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Supervisor departmental tenure,causes,-0.04,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Supervisor departmental tenure,causes,-0.04,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Supervisor departmental tenure,causes,0.02,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Supervisor age,causes,-0.35,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Supervisor age,causes,0,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Supervisor age,causes,0.17,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Supervisor age,causes,0.09,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Supervisor age,causes,0.27,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Supervisor age,causes,0.02,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Position level,causes,-0.08,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Position level,causes,0.02,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Position level,causes,0.01,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Position level,causes,-0.03,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Position level,causes,0.01,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Position level,causes,0.16,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Position level,causes,-0.09,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Organizational tenure,causes,0.1,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Departmental tenure,causes,Organizational tenure,causes,0.82,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Education level,causes,Organizational tenure,causes,-0.35,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Organizational tenure,causes,0.03,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Organizational tenure,causes,0.24,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Organizational tenure,causes,-0.07,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Organizational tenure,causes,0.07,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Organizational tenure,causes,0.14,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Organizational tenure,causes,-0.2,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Organizational tenure,causes,0.19,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Job related feelings of anxiety,hedonic well-being,-0.1,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Guidance coaching,causes,-0.1,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Age,causes,Guidance coaching,causes,-0.05,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Departmental tenure,causes,Guidance coaching,causes,0.09,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Education level,causes,Guidance coaching,causes,-0.07,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Facilitation coaching,causes,Guidance coaching,causes,0.51,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Gender,causes,Guidance coaching,causes,-0.15,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Guidance coaching,causes,0.18,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Organizational tenure,causes,Guidance coaching,causes,0,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Guidance coaching,causes,0.02,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Guidance coaching,causes,0.06,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Guidance coaching,causes,-0.21,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Guidance coaching,causes,0,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Guidance coaching,causes,-0.03,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Guidance coaching,causes,0.09,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Gender,causes,0.07,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Departmental tenure,causes,Gender,causes,0.01,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Education level,causes,Gender,causes,-0.1,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Gender,causes,-0.08,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Organizational tenure,causes,Gender,causes,0.06,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Gender,causes,-0.1,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Gender,causes,-0.15,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Gender,causes,-0.1,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Gender,causes,0.1,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Gender,causes,-0.02,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Gender,causes,0.21,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Facilitation coaching,causes,0.14,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Age,causes,Facilitation coaching,causes,-0.08,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Departmental tenure,causes,Facilitation coaching,causes,0.05,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Education level,causes,Facilitation coaching,causes,0.1,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Gender,causes,Facilitation coaching,causes,-0.01,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Facilitation coaching,causes,-0.15,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Organizational tenure,causes,Facilitation coaching,causes,-0.01,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Facilitation coaching,causes,-0.04,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Facilitation coaching,causes,-0.05,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Facilitation coaching,causes,-0.07,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Facilitation coaching,causes,-0.04,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Facilitation coaching,causes,0.04,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Facilitation coaching,causes,-0.13,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Education level,causes,0.07,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Education level,causes,-0.07,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Education level,causes,-0.09,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Education level,causes,0.02,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Education level,causes,0.01,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Education level,causes,-0.33,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Education level,causes,0.22,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Education level,causes,0.1,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Departmental tenure,causes,0.16,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Education level,causes,Departmental tenure,causes,-0.31,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Departmental tenure,causes,0.08,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Departmental tenure,causes,0.15,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Departmental tenure,causes,-0.09,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Departmental tenure,causes,0.1,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Departmental tenure,causes,0.06,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Departmental tenure,causes,-0.26,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Departmental tenure,causes,0.17,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Adaptive performance,performance,Age,causes,-0.1,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Departmental tenure,causes,Age,causes,0.47,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Education level,causes,Age,causes,-0.33,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Gender,causes,Age,causes,0.02,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Age,causes,0.03,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Organizational tenure,causes,Age,causes,0.54,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Position level,causes,Age,causes,0.19,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor age,causes,Age,causes,0.12,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor departmental tenure,causes,Age,causes,0.04,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor gender,causes,Age,causes,0.2,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Supervisor position level,causes,Age,causes,-0.09,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Age,causes,0.1,node2-->node1,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job related feelings of anxiety,hedonic well-being,Adaptive performance,performance,-0.09,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Task performance,performance,Adaptive performance,performance,0.15,noncausal,HC17JOB,424 (371 Employees) (51 Supervisors),2011,China,all sorts of different business realted industries.
Job satisfaction,hedonic well-being,Work interfering with family,hedonic well-being,-0.29,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Work interfering with family,hedonic well-being,0.15,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Deployment Experience,causes,Spouse employment,causes,-0.06,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Job satisfaction,hedonic well-being,Spouse employment,causes,-0.01,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse career support,causes,Spouse employment,causes,-0.01,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Spouse employment,causes,-0.09,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Work interfering with family,hedonic well-being,Spouse employment,causes,0.01,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Job satisfaction,hedonic well-being,Spouse career support,causes,0.24,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Spouse career support,causes,-0.24,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Work interfering with family,hedonic well-being,Spouse career support,causes,-0.34,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Deployment Experience,causes,Organizational tenure,causes,0.13,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Job satisfaction,hedonic well-being,Organizational tenure,causes,0.03,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Number of children,causes,Organizational tenure,causes,0.34,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse career support,causes,Organizational tenure,causes,0.14,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse employment,causes,Organizational tenure,causes,-0.06,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Organizational tenure,causes,-0.02,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Work interfering with family,hedonic well-being,Organizational tenure,causes,-0.01,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Deployment Experience,causes,Number of children,causes,0.06,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Job satisfaction,hedonic well-being,Number of children,causes,0.05,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse career support,causes,Number of children,causes,0.11,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse employment,causes,Number of children,causes,-0.31,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Number of children,causes,-0.09,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Work interfering with family,hedonic well-being,Number of children,causes,-0.03,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Job satisfaction,hedonic well-being,-0.21,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Deployment Experience,causes,Gender,causes,0.12,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Job satisfaction,hedonic well-being,Gender,causes,0.01,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Number of children,causes,Gender,causes,0.21,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Organizational tenure,causes,Gender,causes,0.06,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse career support,causes,Gender,causes,0,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse employment,causes,Gender,causes,-0.3,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Gender,causes,-0.1,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Work interfering with family,hedonic well-being,Gender,causes,-0.05,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Job satisfaction,hedonic well-being,Deployment Experience,causes,0.02,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Spouse career support,causes,Deployment Experience,causes,0.04,noncausal,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Turnover,social well-being,Deployment Experience,causes,-0.08,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Work interfering with family,hedonic well-being,Deployment Experience,causes,0.04,node2-->node1,HCP14JOB,5505 US Army Officers,2008,United States,Military Organization
Direct voice,performance,Workload,hedonic well-being,-0.12,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Workload,hedonic well-being,-0.01,noncausal,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Workload,hedonic well-being,-0.17,noncausal,HCS17HRM,1039,2013,Australia,Medical
Trust in senior management,social well-being,Workload,hedonic well-being,-0.21,noncausal,HCS17HRM,1039,2013,Australia,Medical
Trust in supervisor,social well-being,Workload,hedonic well-being,-0.2,noncausal,HCS17HRM,1039,2013,Australia,Medical
Age,causes,Work hours per week,causes,-0.05,noncausal,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Work hours per week,causes,-0.01,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Work hours per week,causes,0.09,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Organizational tenure,causes,Work hours per week,causes,0.05,noncausal,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Work hours per week,causes,-0.01,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in senior management,social well-being,Work hours per week,causes,-0.02,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in supervisor,social well-being,Work hours per week,causes,-0.03,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Workload,hedonic well-being,Work hours per week,causes,0.06,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Trust in supervisor,social well-being,0.37,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Trust in supervisor,social well-being,0.32,noncausal,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Trust in supervisor,social well-being,0.84,noncausal,HCS17HRM,1039,2013,Australia,Medical
